date,iir,cpi,ppi,m1,m2,fai,pmi,pmim,pr,pc
2006-02-28,15.729166666666666,1.6916666666666669,4.59375,11.198333333333334,16.6125,26.820833333333333,53.824999999999996,46.30416666666667,21.483333333333334,19.826666666666668
2006-03-31,16.3625,1.4874999999999998,4.3654166666666665,11.39,17.016666666666673,27.09583333333333,53.61666666666667,46.26666666666667,22.333333333333332,19.389166666666668
2006-04-30,16.5,1.383333333333333,4.072916666666667,11.610833333333336,17.416666666666668,27.445833333333333,53.56666666666667,46.29583333333334,23.2,19.093333333333337
2006-05-31,16.57916666666667,1.3416666666666666,3.7654166666666664,11.865416666666667,17.804166666666667,27.770833333333332,53.704166666666666,46.29166666666667,24.23333333333333,18.839166666666667
2006-06-30,16.745833333333334,1.3208333333333335,3.5508333333333337,12.126249999999999,18.106666666666666,28.108333333333334,53.883333333333326,46.40833333333333,24.470833333333328,18.789166666666667
2006-07-31,16.883333333333333,1.2833333333333332,3.413333333333333,12.415833333333332,18.309166666666666,28.42083333333333,54.037499999999994,46.637499999999996,25.054166666666664,18.9225
2006-08-31,16.895833333333332,1.2499999999999998,3.2666666666666666,12.765833333333333,18.419999999999998,28.629166666666666,54.112500000000004,46.8,26.112499999999997,18.209999999999997
2006-09-30,16.866666666666667,1.275,3.145833333333333,13.105833333333331,18.397916666666667,28.720833333333335,54.212500000000006,46.92083333333333,26.320833333333333,17.6475
2006-10-31,16.791666666666668,1.3083333333333333,3.0583333333333327,13.450833333333332,18.315416666666664,28.708333333333336,54.31666666666666,47.104166666666664,26.116666666666667,18.01
2006-11-30,16.6625,1.3416666666666668,2.9949999999999997,13.7975,18.215833333333332,28.625000000000007,54.39166666666666,47.3,25.92083333333333,18.043333333333333
2006-12-31,16.516666666666666,1.4166666666666665,2.9733333333333327,14.205833333333334,18.12708333333333,28.45416666666667,54.46249999999999,47.45833333333333,24.908333333333328,17.778333333333332
2007-01-31,16.94625,1.479166666666667,2.9795833333333333,14.842500000000001,17.964166666666667,28.206249999999997,54.608333333333334,47.64999999999999,24.395833333333332,15.346666666666666
2007-02-28,17.138333333333332,1.5666666666666669,2.972916666666666,15.6,17.785833333333336,27.945833333333336,54.775,47.854166666666664,24.9025,15.262916666666666
2007-03-31,16.8175,1.7458333333333333,2.9645833333333327,16.254166666666666,17.68166666666667,27.625,54.85,48.00416666666667,25.329166666666666,17.645000000000003
2007-04-30,16.8425,1.925,3.01625,16.862499999999997,17.544166666666666,27.266666666666666,54.904166666666654,48.18333333333334,25.906249999999996,17.78708333333333
2007-05-31,16.884166666666665,2.0833333333333335,3.0745833333333334,17.394583333333333,17.370833333333337,26.912499999999998,54.96249999999999,48.429166666666674,26.617916666666666,19.02541666666667
2007-06-30,16.888333333333332,2.2874999999999996,3.047083333333334,17.906666666666666,17.215416666666666,26.537500000000005,55.01666666666666,48.679166666666674,27.56,20.581249999999997
2007-07-31,16.93833333333333,2.6,2.955,18.4325,17.162499999999998,26.183333333333337,55.07083333333332,48.93333333333333,27.74333333333333,21.682916666666667
2007-08-31,17.0675,3.0083333333333337,2.8725,18.965833333333332,17.175,25.920833333333338,55.14583333333333,49.3,27.375,23.30958333333333
2007-09-30,17.259166666666665,3.4208333333333334,2.8058333333333336,19.531249999999996,17.250833333333333,25.745833333333337,55.145833333333336,49.445833333333326,28.145,24.723749999999995
2007-10-31,17.50916666666667,3.8291666666666666,2.7850000000000006,20.042916666666667,17.375416666666666,25.674999999999997,55.045833333333334,49.40416666666666,29.474583333333335,25.61958333333333
2007-11-30,17.7425,4.25,2.87125,20.492083333333333,17.50125,25.687500000000004,54.98749999999999,49.499999999999986,31.110416666666666,26.105416666666667
2007-12-31,17.955000000000002,4.6125,3.042083333333333,20.842083333333335,17.56083333333333,25.758333333333333,55.0125,49.61666666666666,31.263333333333332,25.781666666666666
2008-01-31,17.679583333333333,4.970833333333333,3.2558333333333334,21.010416666666664,17.677083333333332,25.87083333333333,54.94583333333334,49.60833333333333,30.621666666666663,28.651666666666664
2008-02-29,17.40833333333333,5.425,3.5399999999999996,20.956666666666667,17.789166666666663,25.95833333333333,54.87083333333333,49.45416666666667,31.646249999999995,29.46333333333334
2008-03-31,17.53333333333333,5.883333333333333,3.9262499999999996,20.817083333333336,17.733749999999997,26.02083333333333,54.979166666666664,49.358333333333334,32.42458333333334,27.80291666666667
2008-04-30,17.47083333333333,6.320833333333332,4.3625,20.71291666666667,17.685,26.05416666666666,55.1,49.39583333333333,31.705416666666665,28.902083333333334
2008-05-31,17.3125,6.729166666666664,4.805833333333333,20.617083333333333,17.733749999999997,26.049999999999994,55.02499999999999,49.391666666666666,31.657083333333333,29.379166666666666
2008-06-30,17.083333333333332,7.020833333333331,5.29625,20.280416666666664,17.802083333333332,26.041666666666664,54.82083333333332,49.295833333333334,32.44458333333333,28.914583333333333
2008-07-31,16.804166666666667,7.162499999999999,5.87875,19.710833333333333,17.725416666666664,26.075,54.512499999999996,49.141666666666666,31.949166666666663,28.86125
2008-08-31,16.47083333333333,7.124999999999999,6.507499999999999,18.95,17.548333333333336,26.13333333333333,54.074999999999996,48.895833333333336,30.61683333333333,28.81679166666666
2008-09-30,15.962499999999999,6.991666666666665,7.08625,17.951666666666668,17.329166666666666,26.2125,53.63749999999999,48.71249999999999,28.171166666666664,27.501499999999997
2008-10-31,15.245833333333332,6.820833333333332,7.4954166666666655,16.868333333333332,17.05375,26.275000000000002,53.074999999999996,48.42916666666667,24.83325,26.055666666666664
2008-11-30,14.345833333333331,6.529166666666664,7.529999999999999,15.692083333333333,16.757916666666667,26.287499999999998,52.025,47.729166666666664,21.034916666666668,25.240666666666662
2008-12-31,13.362499999999997,6.120833333333333,7.149583333333332,14.574583333333333,16.651666666666667,26.320833333333336,50.74583333333333,46.854166666666664,19.202833333333334,25.68691666666667
